"P1","P2","P3","P4","P5","P6","P7","P8","MeanDecreaseAccuracy","MeanDecreaseGini"
"FREQPOSSLOPEMEAN47",0.0190450160843141,0.0136270807641586,0.0442672220986304,0.0156956495518599,0.00167820463882881,0.0107923424395115,0.0246929196684997,0.0376504118895727,0.0207058388203507,60.4325586258976
"FREQQUARTER347",0.000532342314852493,0.0461787222178028,0.0301825999735853,0.0107623175020802,0.00240255616065657,0.0485759268170816,0.00956784269133759,0.040492294230035,0.0234267923351224,76.6423517451252
"REP48",49,49,49,49,49,49,49,49,49,49
"FREQSTEPDOWN48",-1.44350209344034e-05,-9.1827662359595e-06,-3.61768434093172e-05,-6.5215590744882e-06,2.74539201124961e-05,2.71954963831513e-05,-4.18670380369539e-05,-1.48649416560448e-05,-7.66604325283657e-06,0.505430836295851
"FREQNUMSTEPS48",-5.78169036294038e-05,-3.36949655365924e-05,0.00029897756146844,2.02943914848668e-05,4.6627517386152e-05,3.67068268903352e-05,-4.48298652702987e-05,-0.000120059819277069,2.09700482677011e-05,1.10775833739954
"NUMSWEEPSDWNUP48",-4.52483210785951e-05,0.000285922022866607,-1.18023060825847e-05,2.12651968644426e-05,-7.2887340127799e-05,1.4378517813595e-05,0.000325912327260175,-2.22528801809887e-05,6.23472266685565e-05,1.99039677454065
"FREQBEGDWN48",-7.62560841022754e-05,-0.00057223664596125,0.000567972149785836,-0.000662481559597845,0.000752368948606057,-6.81468218076196e-05,-0.000239709168628143,0.00239870369656958,0.00026526609550246,7.65022728123162
"FREQENDDWN48",0.00275540793712961,0.000862411804623737,-0.000270196177740704,-0.000509423172054415,0.00125393481382248,0.00118840747780256,0.000628808464789127,0.00237181039815843,0.00101688637193623,7.85076410155117
"FREQENDUP48",0.000678314517890012,-0.000509863592123335,0.00018557529806372,0.000344644334893888,0.000375795717501992,0.00297343718957555,0.000511326657203484,-0.00054785775388988,0.00049325123678964,8.65886343332196
"NUMSWEEPSUPDWN48",0.000169847519531021,0.00161346398937636,-0.00038562968202938,-0.000909112325857087,0.000280108460463937,-0.000467985385126598,0.00070625465185032,9.92774995397482e-05,0.000156893122073176,9.02300536939082
"FREQBEGUP48",0.00148641175848611,0.00234374128896831,-0.000917218116459638,0.00174652040478991,0.00214369478268707,0.000273992811948493,-0.00107790366231005,0.0015148670460137,0.000918253251530355,9.82351749434291
"INFLSTDDEVDELTA48",0.00284167042513671,0.00132673240014688,-0.000467373933989932,0.000254607673189226,-0.000360815155824831,0.00127207811411574,-0.000534469902940249,0.00134860506007028,0.000716869454642131,12.7526132777848
"NUMINFLECTIONS48",0.00237677307181268,0.00315894875589654,-0.00171094048195723,0.00113153311769991,0.00114607676749317,0.00230549281251786,0.000582867510555427,-0.0013838430707481,0.000932501507347845,14.2245820823643
"INFLMAXMINDELTA48",0.00255397377671326,0.00245700182598866,-0.000453231509214263,0.000377605656743667,0.000188545217141087,0.00258507161767613,-0.00139442436003614,0.000999433453353928,0.000928043399843734,17.0228900511165
"INFLMEANDELTA48",0.00377361698933,0.00476779716263411,-0.000253108345061814,-0.000328618957288814,0.00290458592636913,0.00729047235579804,-0.000510747274309456,0.00393540522761769,0.00266312157212838,30.5122281753588
"NUMSWEEPSFLATDWN48",8.41401530640056e-05,0.00497846317908936,-0.000561642239089061,0.00420601748913098,0.00149626120690016,0.00735934173648139,0.00195209752348263,0.000998046371551343,0.00256440964012312,33.0524521661222
"FREQSLOPERATIO48",-0.0039565417943,0.00380543412591874,0.00225758279702573,0.00444966809119894,0.00134764438261287,0.00259336581105366,0.00229202373639102,0.000447572825120833,0.00165081712242319,34.6716239886729
"NUMSWEEPSFLATUP48",-0.000443942934984866,0.00579876429810915,0.000347609750599175,0.00259118988173876,-0.00286436672314106,0.01988337510316,0.0102451505856006,0.0232263209576409,0.00729852398088673,39.2267699913935
"FREQSPREAD48",0.00482703906961507,0.0120215291354577,0.00691013874219043,0.00239413036265895,0.00225653814941992,0.00439147295088056,0.0106313801955292,0.00730874311936794,0.00629666114840613,44.4747429030588
"FREQNEGSLOPEMEAN48",-0.00501834575021191,0.00612383238739689,0.0205411186572002,0.010210699510437,0.0102280815265085,0.00860737117562915,0.0117857841803833,0.0280159535962495,0.0111872888966275,45.0283445606898
"FREQCOFM48",0.00758871159935694,0.011471533620479,0.00495245752859444,0.00205510442624654,0.000347720050583936,0.00457554883945103,0.013432741611574,0.0177169434128809,0.00766462355968993,48.561006701621
"FREQABSSLOPEMEAN48",0.00673906817572966,0.0178990219890672,0.00181547716935089,0.00622861378682653,0.00519877514563626,0.00316531715329442,0.00677234986839067,0.0172807387569171,0.00809841000340002,54.457793470207
"FREQSLOPEMEAN48",0.00807661711767027,0.0138924398547701,0.00943073130336535,0.00500470211012161,0.00664406846582164,0.00586298901235171,0.00945356206272624,0.0110588012950028,0.00866855970949301,54.85080251407
"FREQSWEEPDWNPERCENT48",0.000443114925596853,0.00542497193201053,0.0281418876432318,0.00712740189284997,0.0091101058887443,0.00994558195303645,0.0125720850875992,0.0119448379792761,0.0104697046187669,56.3447407437954
"FREQSWEEPFLATPERCENT48",0.00115274826209594,0.0136293070991853,0.0213361116352152,0.00590340412188021,0.0072547049890739,0.0152213692729249,0.0188543904934597,0.00649484730453698,0.0111549652792905,57.0438991165445
"DURATION48",0.0036802966014136,0.0105599050622896,0.00980684778336512,0.00749170457602739,0.00445087119517016,0.00561172903428497,0.00868951824019894,0.00147880789578787,0.00646606587217451,57.8029219405328
"FREQPOSSLOPEMEAN48",0.0113100597911766,0.0167698509261276,0.0325516807830525,0.0129744268699898,-0.000477664949371663,0.0169002520208356,0.0245746515231735,0.0411696538648893,0.0194029878092953,60.2773604302815
"FREQQUARTER348",0.00306348853249702,0.0484802410738079,0.0386724191461588,0.00842381047836876,0.00517485520779526,0.0487834102029993,0.0171267410201218,0.0425140630831757,0.0264106107356598,75.8548082887711
"REP49",50,50,50,50,50,50,50,50,50,50
"FREQSTEPDOWN49",-5.39461617305929e-05,-0.000137394587518729,0,0,4.86831215617545e-05,0,3.95948314065568e-05,0,-1.25538164264401e-05,0.470624983976046
"FREQNUMSTEPS49",-0.000142962300043487,-9.30993304676479e-06,5.60985858966646e-05,5.06922662611285e-05,0,-0.000147115405622781,2.30782212861545e-05,-1.13757285257339e-05,-1.86896554913577e-05,1.1672165512948
"NUMSWEEPSDWNUP49",1.30726548479278e-05,0.000274957103426296,0.00085104811295118,0.000198430180836327,0.000170231726261689,0.000140905558356017,-1.45496633780722e-05,-7.52263616778489e-05,0.000185451718092865,1.96102244093189
"FREQENDDWN49",0.00092914897167961,6.63083590097699e-05,-0.000136941949322071,-0.000423587498310219,0.00119010888518468,0.00283489072548554,-0.000202695794494479,0.00110759926892772,0.000690686511302717,7.83319114954049
"FREQBEGDWN49",-0.00042459777414422,-0.00276951193319483,0.00275312868234209,-0.00200651368307856,0.000996167337940833,0.00172428943062541,0.000919540248867908,0.00211665981021698,0.000442143665181212,8.2488617717617
"FREQENDUP49",0.00057178264356261,0.00110497353206666,0.000748510258217616,0.000503338731596277,0.000846286752364788,0.00139278002110691,-5.9209546362253e-05,-0.00069732961182205,0.00052101254567803,8.62909301845096
"NUMSWEEPSUPDWN49",0.000176736074988949,0.000148940921852099,0.000538915789204889,0.000654530963118937,-0.000980914810638841,-0.000219553572715498,0.00134235176216452,-6.75852336993974e-05,0.000181461948019136,8.6425448965895
"FREQBEGUP49",0.00185767923562951,-3.03147092368302e-05,0.000429900352922977,0.00142987333266025,6.73145012471611e-05,0.00149743758488763,-0.00157545261886232,0.000866611506386644,0.000513410501778025,9.4048608277745
"NUMINFLECTIONS49",0.00254752559307182,-0.000453090141693632,-0.00280941351524641,0.00129350845855857,0.000434901567124094,0.00385319679151447,0.00212981256084439,-0.00249155432465882,0.000552155065240913,14.3620297773467
"INFLSTDDEVDELTA49",0.000685490774440831,0.00125517670871458,0.000406278217649064,-0.000245495400904091,0.000909637874184534,-6.19178089370943e-05,0.00144455075179817,0.00242200897824089,0.000882295428029106,14.5383856027117
"INFLMAXMINDELTA49",-0.000350209199518041,0.00259156980648058,-0.00189131662223678,0.00168045915638956,0.000800086092807314,0.00154660948885374,0.000241319557757999,0.000542868245623486,0.000610511698124905,16.8940904253469
"INFLMEANDELTA49",0.00126920543331235,0.00330188943098712,0.000578742141628975,0.000887076746574444,7.09712502818088e-05,0.0029927573430024,-0.00261114583292246,0.000573526019958991,0.000857348578392925,30.0249691303421
"NUMSWEEPSFLATDWN49",-0.0017857280666251,0.00496968252554768,0.00258931296144059,0.00135996895842253,0.00133760949382925,0.0126130778843616,0.00357247612970001,0.00297071801584608,0.00341146548443987,34.3713100522832
"FREQSLOPERATIO49",-0.00250728776342072,-0.00171549375339076,0.00250829782279001,0.000647015967795891,-0.0033779932302139,0.00407521399042459,0.00204336215292517,0.00359054050708971,0.000601595601539071,36.2688891414011
"NUMSWEEPSFLATUP49",-0.00164280662323742,0.00586796915320959,0.00751134594891782,0.00470229351473697,0.000970973628986061,0.0113319489841813,0.00852756764538428,0.0157205676595251,0.00666499803783654,39.0814069133561
"FREQSPREAD49",0.00617684819170872,0.0121044983232492,0.0083007859907665,0.000924592436992562,0.00520176755595126,-0.000497278184050546,0.00454420255977082,0.00337521670751186,0.00500960342947065,44.8802664540231
"FREQNEGSLOPEMEAN49",-0.00382845783912762,0.00537280862047919,0.026033020792167,0.00915613122506201,0.00383721152898253,0.0116065906272876,0.0116238254060548,0.0291772394585491,0.0113680595467924,46.1550272574296
"FREQCOFM49",0.00205668016402949,0.00958156953052523,0.00696896473937172,0.00498319277880789,-0.0038309592100814,0.00986191698817266,0.0058096624780066,0.0161369716974052,0.00623268048367061,49.1540883163848
"FREQABSSLOPEMEAN49",0.00287835812061017,0.0196060727162359,0.00702411676050068,0.00568478942066615,-0.000504594952443969,0.00759193728121825,0.00403425109771832,0.0183526342493291,0.00783904400229339,52.9854143885111
"FREQSWEEPDWNPERCENT49",-0.00317915034248787,0.000731510765740342,0.0138002978060385,0.00222886498706845,0.0010489611655256,0.0101001139674615,0.00989534898588459,0.0072725182341159,0.00522483119951696,54.2543964908547
"FREQSWEEPFLATPERCENT49",-0.00108631887869134,0.00576049072293366,0.0254491961450526,-0.00151306969270214,0.00666995170166543,0.0153904823729027,0.0157827091584954,0.00339309892497699,0.00857821219476448,54.8428863888561
"DURATION49",0.000617596289513715,0.0107048189402526,0.00676758037192406,0.00425442805293223,-0.00272949689523961,0.00499098323779183,0.00457696026146206,0.00381771601317455,0.00404807216783326,55.6384300834372
"FREQSLOPEMEAN49",0.00206871539107949,0.0181292771658388,0.00766331956709298,0.00334955279359422,0.00708415563118987,0.0105446257966562,0.00714552551276475,0.00875344113668858,0.00797108617296582,55.6637430219157
"FREQPOSSLOPEMEAN49",0.00707068692684284,0.0136640077155417,0.0510762868596704,0.0141069605650501,-0.00253173877625633,0.0158320274260597,0.0222959615381259,0.0285807873694279,0.0186540929625404,59.4139984110558
"FREQQUARTER349",-0.00247964100118831,0.0481416550417063,0.0399333936490267,0.00561052460004715,-0.00100762056353234,0.0303440182276064,0.00186662363493752,0.036077965177935,0.0196015738017344,75.904970928439
"REP50",51,51,51,51,51,51,51,51,51,51
"FREQSTEPDOWN50",7.5166493783731e-06,-3.32109887608201e-05,-1.89364377382269e-05,0,6.34739280840395e-06,1.42816338189089e-05,2.31052467186176e-05,7.71980206427507e-06,-7.99640014424956e-08,0.389171482549119
"FREQNUMSTEPS50",2.24685239651713e-05,-2.17418832143752e-05,-1.9775964876734e-05,-9.1114555266738e-06,4.64513903032121e-05,2.64535824071176e-05,-4.4711669978446e-06,0.000335078511893355,4.97533193654741e-05,1.0353959882781
"NUMSWEEPSDWNUP50",1.50811809310021e-05,0.000334390864656587,-0.00019903657167239,-0.000263107220729249,1.55413587909043e-05,0.000225171361855077,-0.000180901877126423,3.75471428419032e-05,-1.04645322386402e-06,2.13294440655462
"FREQBEGDWN50",0.000353003260695074,0.000199544787127044,0.000287722712987968,-0.000671202812467363,0.00113749011259513,0.000551179339653892,0.000667690788705017,0.0018664952971253,0.000546097794536677,7.6689575130474
"FREQENDDWN50",0.00115522802532756,0.00115601101968315,-2.00586721165371e-05,-0.000483424835013821,0.000228148425104012,0.00032601905760482,0.00119825278922453,0.00334952085218206,0.000881551504723182,7.82254567364906
"NUMSWEEPSUPDWN50",-0.000152758822392405,0.00165619392847942,-0.000316733912550499,-0.000673523664738097,0.00149075235986318,-0.00070788658788443,0.000794130673864446,0.000913883904817814,0.000362441207662197,9.02316605560429
"FREQENDUP50",0.000966292380818524,0.00110270730283759,0.00211463708816383,-0.000677682613523907,0.00109172508478255,0.00246415932340406,0.000515533211056634,0.000764608670906887,0.00101952451324288,9.33042441489976
"FREQBEGUP50",0.00089024367401454,0.00796217471741782,-0.000611273121426931,0.00280874480724382,0.000742432526944132,0.000368524240108757,0.00219861706039913,0.00524736583409765,0.00241359665932983,11.4903733413045
"INFLSTDDEVDELTA50",0.00273327356152467,0.000684026185892522,-1.36459928014015e-05,0.000398221111966867,-0.000325660003490741,0.00266499489586667,5.30581932111372e-05,0.00335356683722203,0.00119442134425466,14.265767152491
"NUMINFLECTIONS50",0.00197852095398847,0.00289072480838801,-0.00138255241570877,0.000704503273567471,0.0011196604791293,0.00523359813171166,0.00439244861285194,0.000926186999246696,0.00194169281582255,14.556036863137
"INFLMAXMINDELTA50",0.00368319524470828,0.00214746852711641,-0.000622072372136408,0.000862051800019228,2.69467176967359e-05,0.0024220546300252,-0.000374855657166049,0.0047058997597349,0.00156037013553628,17.7835375406411
"INFLMEANDELTA50",0.00357756960162192,0.00659467250023517,0.000291398049555743,-0.00317488564047764,0.000206735153470593,0.00151508973909839,0.00360711077143164,0.00793704542658317,0.00253926309827724,30.0541061870292
"NUMSWEEPSFLATDWN50",-0.00113045768237421,0.00792550067377663,0.000574418743651265,0.00585544390351337,0.00197953693875745,0.00980879572767743,0.00121990507695887,0.00298600587737333,0.00362263756371777,33.3158412105522
"FREQSLOPERATIO50",-0.00104807583504262,0.00246169154776724,-0.00146489661827059,0.000398695625966639,0.00157975046086752,0.00424840100469161,0.0013898453674749,0.0028803574862844,0.00124337655022513,34.2613668951975
"NUMSWEEPSFLATUP50",0.00287798970293835,0.00560091483405988,0.00481240685984779,0.0025158285400481,-5.64612346119685e-05,0.0145505279101692,0.0135553373739648,0.025381737551842,0.00856271732944954,41.0504579729496
"FREQNEGSLOPEMEAN50",0.000989628864887782,0.00799512992223401,0.0160362561167978,0.00739919957980124,0.00334620024351849,0.0113885865472949,0.00897579235980058,0.0343315891722553,0.0111394350938647,42.8661016526377
"FREQSPREAD50",0.008625486501094,0.00844880143920723,0.00754647323794165,0.00259262003609302,0.00138742013718003,0.00103298428805437,0.0154723346455233,0.0091162766955753,0.00673414699689734,46.1649816969996
"FREQCOFM50",0.00263468761378946,0.0114109876966122,0.00750764834932927,0.00294037142908677,0.00213489657228961,0.00770867932875155,0.0119268848310911,0.0141479775122218,0.00746821842309305,48.0115633506273
"FREQABSSLOPEMEAN50",0.00834634471309823,0.0118947378093684,-0.000135044609563862,0.00531625789245126,0.00424966635099528,0.00892588319999735,0.00414028269770507,0.015331848287373,0.0070932262996134,53.6221373571061
"FREQSLOPEMEAN50",0.00599799356443271,0.014588962560914,0.00721700049504862,0.0062836581913621,0.00196786775682141,0.0125957778759355,0.00713114068723939,0.0103700783898931,0.00820063695671903,54.0814685448633
"DURATION50",0.00218493159803481,0.00853025554112448,0.00930793659964543,0.00177122267884612,-0.00243848406602818,0.00674241745287515,0.00856694390435894,-0.000167383158466239,0.00427119074312223,55.0524626941303
"FREQSWEEPDWNPERCENT50",0.00123962351212698,0.00852649426365324,0.027430708282646,0.00540091251209105,0.0039982785727507,0.0107176690775462,0.0107103159411054,0.0216389116139342,0.0111531579788725,55.4669046724822
"FREQSWEEPFLATPERCENT50",0.00221792910660674,0.00630126323717661,0.0235705103343305,0.00586327127231025,0.00451414271208797,0.0220855530838268,0.01912073619716,0.015964373803655,0.012304794862658,57.7066694876139
"FREQPOSSLOPEMEAN50",0.0114201288582914,0.0149889178517469,0.0343108484522778,0.0113679567358905,-0.00299423993456239,0.0196763154902384,0.0205175924050947,0.0412081383469444,0.0185817766068195,58.748398128517
"FREQQUARTER350",0.00614147323703608,0.0609455244782755,0.0391931903404972,0.0186017593243204,0.00219035900040275,0.0441140845167435,0.00757223066966386,0.0435276411304866,0.027541610948451,77.7536046671558
"REP51",52,52,52,52,52,52,52,52,52,52
"FREQSTEPDOWN51",3.33946124471739e-05,0,1.66973062235869e-06,-1.53951349608146e-05,1.25702361947381e-05,0,-1.56815534283187e-05,0,1.61702567659135e-06,0.452235714670854
"FREQNUMSTEPS51",-3.01458153086479e-05,-2.31173990513771e-05,0.000325837523306528,7.42966969093597e-05,6.70158898006999e-05,5.016007061833e-05,-1.74026713272905e-05,0.000193596221765152,8.36772889913699e-05,1.16437696566561
"NUMSWEEPSDWNUP51",0.000110780409640677,0.000241617259843451,9.9012182002165e-05,-8.10221644608947e-05,-0.000179506592571002,8.05646704183763e-05,2.06126197149854e-05,0.000201768387365935,5.77021577975363e-05,2.1194218223635
"FREQENDDWN51",0.00217899369381373,0.000845487556283201,0.000448958273967674,5.0084990915653e-05,0.000708543328631195,0.0010583617235233,2.59985484076511e-05,0.00143127073362512,0.000845727614676827,7.84282455191575
"FREQBEGDWN51",-0.00066462402994808,-0.00108665408654142,0.00135032615756188,-0.0014762965492958,0.000414802024083794,0.000441659281030592,-0.000166707932936434,0.00290404038324787,0.00022056065445395,7.95977749880894
"FREQENDUP51",0.00194243126974806,0.000175273672184567,0.00155564567642816,0.00128337509633511,7.13827533811094e-05,0.00210697679070108,0.00106067649634715,-0.00132683136213434,0.000876210120349484,8.52586779952439
"NUMSWEEPSUPDWN51",0.00110676751819988,0.00149291721133635,0.00064948560069929,-0.000441915925775135,-0.000218146120586836,-0.000577128039666037,0.000287001696405904,0.000829845014615131,0.000387967274846339,9.04258763513942
"FREQBEGUP51",0.0021030192498026,0.00144365603655489,0.00290339416949293,0.00213959523976756,0.000186257476945459,0.00115425121753143,-0.000284555898849138,0.00254268758032051,0.00153140915913067,10.1582286284434
"INFLSTDDEVDELTA51",0.00284309208232177,0.00108765331092381,-0.000130421489102134,0.000815255622914173,-0.000303273746756702,0.0018217768074267,-0.00126863614534407,0.00186142442277662,0.000832522178836587,13.4740001032739
"NUMINFLECTIONS51",0.00125869935264924,0.00305909996319634,-0.00260628699181796,0.00111742456251195,0.00169043403594179,0.00362553324969174,0.000190591618781879,-0.000467626364643451,0.000972963580589934,14.0951970518346
"INFLMAXMINDELTA51",0.00266868853954711,0.00230108563544365,-0.00044550356749502,-0.00061021292036784,0.000959240224522771,0.00155498729041229,-0.00117528604266983,0.00223165671635926,0.000921173629985428,16.9372499014664
"INFLMEANDELTA51",0.000874352183613077,0.00690034257482124,0.00182684694594622,-0.00298823701133037,0.00339489120455853,0.00913410944544278,-0.000620919950350689,0.00717843757323343,0.00318903968783198,30.0174428407443
"NUMSWEEPSFLATDWN51",0.000213137171650256,0.00732348637300829,0.00207495629752483,0.00290453865282926,0.000275522940929115,0.00460197655058932,-0.000145909450024557,0.005932999572284,0.00286905447954053,33.2031985797495
"FREQSLOPERATIO51",-0.00271564039159029,0.0028460724498211,0.00218044907260292,0.00126087306740626,0.00218789703888286,0.00480189242371749,0.00111383690200568,0.00049047390704704,0.00145810109884004,34.9444235833472
"NUMSWEEPSFLATUP51",0.000917538734030968,0.0107474579418921,0.00850315092018446,0.0041049244013138,0.00196841755178593,0.0165293410969433,0.0152781875832103,0.0262101074269891,0.0104467231052461,41.838547277723
"FREQNEGSLOPEMEAN51",0.000707466134742274,0.0128289137385588,0.0236094883523703,0.00653770830312509,0.00337765517015236,0.0118324038041027,0.00478352866575107,0.0307339543181953,0.011733925319846,44.2739060462423
"FREQSPREAD51",0.00658072541220934,0.0193893880341897,0.0078780816561095,0.000277996595150903,0.00384444486113505,0.00515095223597142,0.00580981740915617,0.00860921785351125,0.00713346324583216,45.5673129880944
"FREQCOFM51",0.00668364583231648,0.0154542636956574,0.0109592084209525,0.00597884329865896,7.12717834355066e-05,0.0103020924072722,0.00945893269444531,0.0193211937243647,0.00966222698824823,49.3686774523977
"FREQSLOPEMEAN51",0.00572229278421121,0.0196067983077409,0.0091524060235099,0.0058580639480165,0.00257993802147713,0.00754172394079573,0.00652995472814539,0.0145020514867195,0.00891044178199522,53.4897356840778
"FREQABSSLOPEMEAN51",0.00966638001708046,0.023674449656483,0.00756098065912895,0.00932881076982389,0.00267275526021782,0.00728775816281446,0.00462082179336407,0.0217410892567602,0.0106888682140338,54.4198016616009
"FREQSWEEPDWNPERCENT51",-1.18314445614392e-05,0.00932248105476691,0.0196205616953584,0.00445699149352917,0.0051961171144201,0.00873818404054982,0.0101965657375611,0.016058371976322,0.00918215446075916,54.5596573425705
"DURATION51",0.00336834424316309,0.0115704215885878,0.00536234729810391,0.00464174547009607,0.00134145652203988,0.00622184906711655,0.00448070145104788,0.00139538226498904,0.00483160135839633,54.8816651446329
"FREQSWEEPFLATPERCENT51",0.00177032143911772,0.0132865863212775,0.0286418818098306,0.00689242900606319,0.00543425608002018,0.0156095885056085,0.0131161653145849,0.00634050837783778,0.0112606161980112,57.1962193677295
"FREQPOSSLOPEMEAN51",0.0183619736200398,0.0212167083509254,0.0513187557905084,0.0135926004904711,1.10382065189981e-05,0.0152900770278679,0.019684341840581,0.0376603934806815,0.0219952134606674,60.0086494045634
"FREQQUARTER351",0.00682257732491706,0.0474781207759229,0.047495991012609,0.011322538664527,0.00358615066306709,0.0611268173803715,0.0106274192464977,0.0362251408901373,0.0278369319450723,77.7998147308209
"REP52",53,53,53,53,53,53,53,53,53,53
"FREQSTEPDOWN52",-1.2814105767629e-05,-4.69679955765711e-05,1.01989821415823e-05,0,1.21890274375008e-05,1.18988124985126e-05,-3.99509547551806e-06,1.2814105767629e-05,-1.54508610447229e-06,0.393257852224837
"FREQNUMSTEPS52",-4.21715957394512e-05,3.42541571926879e-06,0.00022986839060477,5.7871497151857e-05,3.52096678933261e-05,9.66403814232535e-05,1.15407508234365e-06,-2.67683231484999e-05,4.51445754188666e-05,0.950234770101495
"NUMSWEEPSDWNUP52",9.17386035808235e-05,-7.40572945686484e-06,-1.3093094732783e-05,3.97302216183709e-05,1.16267270506229e-06,-9.20346289066889e-05,0.000134852056130986,-0.000132954562500875,2.47181008080879e-06,1.8293528059709
"FREQBEGDWN52",-0.000447715929652622,-0.000159703899836275,0.00107598595205042,-8.96937200094419e-05,0.000762484476150033,-0.000201131813751175,-0.000135090976545981,0.0016761538239867,0.000301669732786276,7.50792690443342
"FREQENDDWN52",0.00121438033344046,0.000353158034191471,0.000925474508458456,-0.00039890904858302,0.000643714098358114,0.00126139706325088,2.59207839050389e-05,0.0012286149776392,0.000643126821712613,7.6330927742841
"NUMSWEEPSUPDWN52",-0.000982844788650428,-0.000473184224027309,0.000203067123911525,-0.000154488549302174,0.00122019645714325,-0.000186143304266094,0.000700858309170278,0.00115892219260732,0.00020009881046649,8.41887915204314
"FREQENDUP52",-0.000495360389910312,-0.000158586937131386,0.00236372917392835,0.000586460035822809,0.000260015966715824,0.00464227874042441,-0.000301793419888636,-0.00055994980089807,0.000772279725708312,8.61020289716035
"FREQBEGUP52",0.000993198301066232,0.00326495839120581,0.00236476185996564,0.00249195315194553,0.00202570827090376,0.0017515769799047,0.000252651488614819,-0.00115491428743978,0.00148851298108333,9.89227497473607
"NUMINFLECTIONS52",0.00205158503296778,0.00277512646156407,-0.00150987313598126,0.00214748070489463,0.00256149075826586,0.00510139655573819,0.000280282690528697,-0.00313690103256823,0.00126457392205343,13.6981440795575
"INFLSTDDEVDELTA52",0.00339870314087767,0.00167468452277306,0.000555398354781446,0.00201173821056027,-0.000293627811904392,0.00185656161820431,-0.00158822769072008,0.00137945045866822,0.00112537402024491,14.0207589371338
"INFLMAXMINDELTA52",0.00328700142424975,0.00280951228868153,-0.000285283745897321,0.00166327905149694,0.000506557645226976,0.00393741284210044,-0.00157545470488951,0.000141819179290257,0.0013281394851757,17.1303201100671
"INFLMEANDELTA52",-0.000563438847501664,0.00313715650652206,0.00286903033833413,-0.00121753745155108,0.000523756442751653,0.00513892091892697,0.00144782064942431,0.00110295686993778,0.00152814147340012,29.5370666302701
"NUMSWEEPSFLATDWN52",-0.000275645666602249,0.0041558220861957,-0.000114163539259951,0.00206156295699671,0.00255285144289341,0.00934550606511892,0.000952687261518413,0.00390775929101368,0.00283386388697927,32.9864481488306
"FREQSLOPERATIO52",-0.00117132311074667,0.00231829525169269,-0.00126070071771194,0.00245071946428134,0.00133606344283942,0.00759777878031689,0.000917402222996279,0.00295655712270148,0.00188197840422683,35.8119699922579
"NUMSWEEPSFLATUP52",-0.000894185088607523,0.00582252062042056,0.00951537349620093,0.00645384599551143,0.00624853156333019,0.0197897704768727,0.0122643525140944,0.0168902768035946,0.00947634338425979,40.4651448282561
"FREQNEGSLOPEMEAN52",-0.00334092744065457,0.00684651720662041,0.0184159536443062,0.00620448102741564,0.00563290817274857,0.00982993297187954,0.00652099232033226,0.0323662665421295,0.0102331111330277,44.0991262210995
"FREQSPREAD52",0.00452827604386545,0.00823233028089061,0.0131512379508096,0.00279021796934345,0.00830010721737761,0.00177743873626141,0.0113511574266317,0.00455254724295707,0.00677375467435981,45.3795779993731
"FREQCOFM52",0.00377219689147477,0.01093160806685,0.0114492022831947,0.00684159373334046,0.00398840282069438,0.00893415033455149,0.0117983163526223,0.0101203449539709,0.00841506607705746,49.3613600535202
"FREQABSSLOPEMEAN52",0.00263423556135332,0.012015574106827,0.00202179223293097,0.0106395481575003,0.00367132573262762,0.00672758365804082,0.00719594537520723,0.0146305884671438,0.00731936604918249,52.9565258052936
"FREQSLOPEMEAN52",0.00143196053072229,0.0135467674801133,0.0117927732103057,0.00883432180266941,0.00836434468313461,0.0101128297608565,0.00714440458438945,0.00774720246472841,0.00855840045856101,54.8241412887335
"DURATION52",0.00148625387330098,0.00651524738879168,0.00761481908297606,0.00405751127014518,-0.00113714962210467,0.00977787562057754,0.00525244091554291,0.00137019465876289,0.00433077665211519,56.4697440006486
"FREQSWEEPFLATPERCENT52",0.000194073615499079,0.00379866136944803,0.0214750176479391,0.00945458007301714,0.00836618768746453,0.015663375319692,0.0192001533938487,0.00751347921815917,0.0105952657233076,56.5830874491096
"FREQSWEEPDWNPERCENT52",-3.44569494802988e-05,0.00472852066051035,0.0302908581016327,0.00699300299275034,0.00636362867612042,0.0133415183233919,0.0124408659127211,0.0195512717033492,0.0115435324325299,56.8054651371259
"FREQPOSSLOPEMEAN52",0.00743149427177317,0.0159038850951847,0.0367536185570865,0.0192243377166081,0.00369055123271765,0.0236293988154915,0.0280654241046234,0.0380088307579471,0.0214057509395422,59.455883066051
"FREQQUARTER352",-0.00118111404309539,0.0439413907019909,0.0420256500765877,0.019511987433827,0.000481093576619325,0.0498252552765365,0.00610748146434452,0.0346670820832952,0.0242786365103754,77.3938456973449
"REP53",54,54,54,54,54,54,54,54,54,54
"FREQSTEPDOWN53",0,0,-9.76483409825862e-06,-2.21123671743424e-05,9.0872741812366e-06,0,1.15580624553506e-05,0,-1.22006087754397e-06,0.389428942772285
"FREQNUMSTEPS53",-1.84443719860942e-05,9.75219668230269e-06,0.000342815160909281,4.76000076160013e-07,3.94848075001265e-05,-5.23146749553907e-05,2.48957888773844e-05,-8.5327983997802e-05,3.38431617977204e-05,0.886041706026331
"NUMSWEEPSDWNUP53",0.000151160123501202,0.000344926394075533,-0.00026562254230741,9.98232644110604e-05,-5.70793533732584e-05,-9.92605170196448e-05,0.000325926168415364,0.000130252821994679,7.25973312850663e-05,2.09121933275906
